"hmain","hname","province_id","hlevel","hclass","hrib","hfund","hpmodel","catm","htype","subtype","datein","dateout","remark","weight","status_uc","hname_title","hname_name","hmain9","f_hcap","f_hreserve","cross_province","hid","ingest_tm"
"01172",รพ.สต.บ้านศาลาลอย,"1400","36",P,"54",,,"14020511","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านศาลาลอย,"000117200",,,N,48995,"20240410185051"
"01173",รพ.สต.วังแดง,"1400","36",P,"54",,,"14020603","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,วังแดง,"000117300",,,N,48996,"20240410185051"
"01174",รพ.สต.โพธิ์เอน,"1400","36",P,"54",,,"14020703","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,โพธิ์เอน,"000117400",,,N,48997,"20240410185051"
"01175",รพ.สต.โพธิ์เอน,"1400","36",P,"54",,,"14020704","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,โพธิ์เอน,"000117500",,,N,48998,"20240410185051"
"01176",รพ.สต.ปากท่า,"1400","36",P,"54",,,"14020803","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ปากท่า,"000117600",,,N,48999,"20240410185051"
"01177",รพ.สต.หนองขนาก,"1400","36",P,"54",,,"14020908","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หนองขนาก,"000117700",,,N,49000,"20240410185051"
"01178",รพ.สต.ท่าเจ้าสนุก,"1400","36",P,"54",,,"14021005","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ท่าเจ้าสนุก,"000117800",,,N,49001,"20240410185051"
"01179",รพ.สต.เฉลิมพระเกียรติ 60 พรรษา นวมินทราชินี,"1400","36",P,"54",,,"14030102","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,เฉลิมพระเกียรติ 60 พรรษา นวมินทราชินี,"000117900",,,N,49002,"20240410185051"
"01797",รพ.สต.เขาดินพัฒนา,"1900","36",P,"54",,,"19130102","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,เขาดินพัฒนา,"000179700",,,N,49619,"20240410185051"
"01798",รพ.สต.บ้านแก้ง,"1900","36",P,"54",,,"19130208","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านแก้ง,"000179800",,,N,49620,"20240410185051"
"01799",รพ.สต.ผึ้งรวง,"1900","36",P,"54",,,"19130304","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ผึ้งรวง,"000179900",,,N,49621,"20240410185051"
"01800",รพ.สต.พุแค,"1900","36",P,"54",,,"19130405","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,พุแค,"000180000",,,N,49622,"20240410185051"
"01801",รพ.สต.ห้วยบง,"1900","36",P,"54",,,"19130507","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ห้วยบง,"000180100",,,N,49623,"20240410185051"
"01802",รพ.สต.หน้าพระลาน,"1900","36",P,"54",,,"19130602","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หน้าพระลาน,"000180200",,,N,49624,"20240410185051"
"01803",รพ.สต.บ้านหนองจาน,"1900","36",P,"54",,,"19130606","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านหนองจาน,"000180300",,,N,49625,"20240410185051"
"01804",รพ.สต.แสนสุข,"2000","36",P,"54",,,"20010403","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,แสนสุข,"000180400",,,N,49626,"20240410185051"
"01805",รพ.สต.บ้านสวน,"2000","36",P,"54",,,"20010506","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านสวน,"000180500",,,N,49627,"20240410185051"
"01806",รพ.สต.หนองรี,"2000","36",P,"54",,,"20010607","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หนองรี,"000180600",,,N,49628,"20240410185051"
"01807",รพ.สต.บ้านท้องคุ้ง,"2000","36",P,"54",,,"20010702","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านท้องคุ้ง,"000180700",,,N,49629,"20240410185051"
"01808",รพ.สต.นาป่า,"2000","36",P,"54",,,"20010704","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,นาป่า,"000180800",,,N,49630,"20240410185051"
"01809",รพ.สต.หนองข้างคอก,"2000","36",P,"54",,,"20010804","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หนองข้างคอก,"000180900",,,N,49631,"20240410185051"
"01810",รพ.สต.ดอนหัวฬ่อ,"2000","36",P,"54",,,"20010906","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ดอนหัวฬ่อ,"000181000",,,N,49632,"20240410185051"
"01811",รพ.สต.หนองไม้แดง,"2000","36",P,"54",,,"20011006","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หนองไม้แดง,"000181100",,,N,49633,"20240410185051"
"01812",รพ.สต.บางทราย,"2000","36",P,"54",,,"20011105","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บางทราย,"000181200",,,N,49634,"20240410185051"
"01813",รพ.สต.คลองตำหรุ,"2000","36",P,"54",,,"20011205","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,คลองตำหรุ,"000181300",,,N,49635,"20240410185051"
"01814",รพ.สต.เหมือง,"2000","36",P,"54",,,"20011302","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,เหมือง,"000181400",,,N,49636,"20240410185051"
"01815",รพ.สต.บ้านปึก,"2000","36",P,"54",,,"20011406","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านปึก,"000181500",,,N,49637,"20240410185051"
"01816",รพ.สต.ห้วยกะปิ,"2000","36",P,"54",,,"20011506","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ห้วยกะปิ,"000181600",,,N,49638,"20240410185051"
"01817",รพ.สต.เสม็ด,"2000","36",P,"54",,,"20011602","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,เสม็ด,"000181700",,,N,49639,"20240410185051"
"01818",รพ.สต.อ่างศิลา,"2000","36",P,"54",,,"20011704","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,อ่างศิลา,"000181800",,,N,49640,"20240410185051"
"01819",รพ.สต.สำนักบก,"2000","36",P,"54",,,"20011802","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,สำนักบก,"000181900",,,N,49641,"20240410185051"
"01820",รพ.สต.บ้านหัวกุญแจ,"2000","36",P,"54",,,"20020201","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านหัวกุญแจ,"000182000",,,N,49642,"20240410185051"
"01821",รพ.สต.บ้านหมื่นจิตร,"2000","36",P,"54",,,"20020205","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านหมื่นจิตร,"000182100",,,N,49643,"20240410185051"
"01822",รพ.สต.เฉลิมพระเกียรติฯ บ้านมาบลำบิด,"2000","36",P,"54",,,"20020207","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,เฉลิมพระเกียรติฯ บ้านมาบลำบิด,"000182200",,,N,49644,"20240410185051"
"01823",รพ.สต.มาบไผ่,"2000","36",P,"54",,,"20020301","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,มาบไผ่,"000182300",,,N,49645,"20240410185051"
"01824",รพ.สต.หนองซ้ำซาก,"2000","36",P,"54",,,"20020401","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หนองซ้ำซาก,"000182400",,,N,49646,"20240410185051"
"01825",รพ.สต.บ้านหนองบอนแดง,"2000","36",P,"54",,,"20020502","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านหนองบอนแดง,"000182500",,,N,49647,"20240410185051"
"01826",รพ.สต.บ้านหนองยาง,"2000","36",P,"54",,,"20020503","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านหนองยาง,"000182600",,,N,49648,"20240410185051"
"01827",รพ.สต.บ้านหนองเขิน,"2000","36",P,"54",,,"20020604","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านหนองเขิน,"000182700",,,N,49649,"20240410185051"
"01828",รพ.สต.บ้านเนินโมก,"2000","36",P,"54",,,"20020708","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านเนินโมก,"000182800",,,N,49650,"20240410185051"
"01829",รพ.สต.บ้านหนองชัน,"2000","36",P,"54",,,"20020712","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านหนองชัน,"000182900",,,N,49651,"20240410185051"
"01830",รพ.สต.บ้านป่าแดง,"2000","36",P,"54",,,"20020706","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านป่าแดง,"000183000",,,N,49652,"20240410185051"
"01831",รพ.สต.บ้านป่ายุบ,"2000","36",P,"54",,,"20020803","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านป่ายุบ,"000183100",,,N,49653,"20240410185051"
"01832",รพ.สต.บ้านหนองไผ่แก้ว,"2000","36",P,"54",,,"20020805","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านหนองไผ่แก้ว,"000183200",,,N,49654,"20240410185051"
"01833",รพ.สต.คลองพลู,"2000","36",P,"54",,,"20030201","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,คลองพลู,"000183300",,,N,49655,"20240410185051"
"01834",รพ.สต.บ้านคลองตะเคียน,"2000","36",P,"54",,,"20030203","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านคลองตะเคียน,"000183400",,,N,49656,"20240410185051"
"01835",รพ.สต.บ้านห้วยมะระ,"2000","36",P,"54",,,"20030301","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านห้วยมะระ,"000183500",,,N,49657,"20240410185051"
"01836",รพ.สต.หนองเสือช้าง,"2000","36",P,"54",,,"20030302","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หนองเสือช้าง,"000183600",,,N,49658,"20240410185051"
"01837",รพ.สต.บ้านท่าจาม,"2000","36",P,"54",,,"20030304","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านท่าจาม,"000183700",,,N,49659,"20240410185051"
"01838",รพ.สต.บ้านหนองประดู่,"2000","36",P,"54",,,"20030401","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านหนองประดู่,"000183800",,,N,49660,"20240410185051"
"01839",รพ.สต.บ้านห้างสูง,"2000","36",P,"54",,,"20030403","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านห้างสูง,"000183900",,,N,49661,"20240410185051"
"02355",รพ.สต.เกาะลอย,"2500","36",P,"54",,,"25070202","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,เกาะลอย,"000235500",,,N,50174,"20240410185051"
"02356",รพ.สต.บ้านหอย,"2500","36",P,"54",,,"25070304","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านหอย,"000235600",,,N,50175,"20240410185051"
"02357",รพ.สต.บ้านเกาะแดง,"2500","36",P,"54",,,"25070307","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านเกาะแดง,"000235700",,,N,50176,"20240410185051"
"02358",รพ.สต.หนองแสง,"2500","36",P,"54",,,"25070405","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หนองแสง,"000235800",,,N,50177,"20240410185051"
"02359",รพ.สต.บ้านโนน,"2500","36",P,"54",,,"25070503","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านโนน,"000235900",,,N,50178,"20240410185051"
"02360",รพ.สต.ดงบัง,"2500","36",P,"54",,,"25070510","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ดงบัง,"000236000",,,N,50179,"20240410185051"
"02361",รพ.สต.คำโตนด,"2500","36",P,"54",,,"25070606","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,คำโตนด,"000236100",,,N,50180,"20240410185051"
"02362",รพ.สต.บ้านทุ่งสบก,"2500","36",P,"54",,,"25070610","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านทุ่งสบก,"000236200",,,N,50181,"20240410185051"
"02363",รพ.สต.บ้านเนินสูง,"2500","36",P,"54",,,"25070615","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านเนินสูง,"000236300",,,N,50182,"20240410185051"
"02364",รพ.สต.บุฝ้าย,"2500","36",P,"54",,,"25070710","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บุฝ้าย,"000236400",,,N,50183,"20240410185051"
"02365",รพ.สต.หนองแก้ว,"2500","36",P,"54",,,"25070802","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หนองแก้ว,"000236500",,,N,50184,"20240410185051"
"02366",รพ.สต.บ้านโคกเขื่อน,"2500","36",P,"54",,,"25070812","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านโคกเขื่อน,"000236600",,,N,50185,"20240410185051"
"02367",รพ.สต.บ้านโคกกรวด,"2500","36",P,"54",,,"25070907","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านโคกกรวด,"000236700",,,N,50186,"20240410185051"
"02368",รพ.สต.โพธิ์งาม,"2500","36",P,"54",,,"25070910","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,โพธิ์งาม,"000236800",,,N,50187,"20240410185051"
"02369",รพ.สต.สัมพันธ์,"2500","36",P,"54",,,"25080201","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,สัมพันธ์,"000236900",,,N,50188,"20240410185051"
"02370",รพ.สต.บ้านทาม,"2500","36",P,"54",,,"25080306","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านทาม,"000237000",,,N,50189,"20240410185051"
"02371",รพ.สต.ท่าตูม,"2500","36",P,"54",,,"25080401","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ท่าตูม,"000237100",,,N,50190,"20240410185051"
"02372",รพ.สต.บางกุ้ง,"2500","36",P,"54",,,"25080504","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บางกุ้ง,"000237200",,,N,50191,"20240410185051"
"02373",รพ.สต.ดงกระทงยาม,"2500","36",P,"54",,,"25080604","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ดงกระทงยาม,"000237300",,,N,50192,"20240410185051"
"02374",รพ.สต.เฉลิมพระเกียรติ 60 พรรษา นวมินทราชินี,"2500","36",P,"54",,,"25080705","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,เฉลิมพระเกียรติ 60 พรรษา นวมินทราชินี,"000237400",,,N,50193,"20240410185051"
"02375",รพ.สต.บ้านปรือวายใหญ่,"2500","36",P,"54",,,"25080708","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านปรือวายใหญ่,"000237500",,,N,50194,"20240410185051"
"02376",รพ.สต.หัวหว้า,"2500","36",P,"54",,,"25080803","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หัวหว้า,"000237600",,,N,50195,"20240410185051"
"02377",รพ.สต.บ้านหนองปรือน้อย,"2500","36",P,"54",,,"25080809","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านหนองปรือน้อย,"000237700",,,N,50196,"20240410185051"
"02378",รพ.สต.หาดยาง,"2500","36",P,"54",,,"25080901","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หาดยาง,"000237800",,,N,50197,"20240410185051"
"02379",รพ.สต.กรอกสมบูรณ์,"2500","36",P,"54",,,"25081001","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,กรอกสมบูรณ์,"000237900",,,N,50198,"20240410185051"
"02380",รพ.สต.บ้านหนองเกตุ,"2500","36",P,"54",,,"25090204","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านหนองเกตุ,"000238000",,,N,50199,"20240410185051"
"02381",รพ.สต.บ้านโคกพนมดี,"2500","36",P,"54",,,"25090207","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านโคกพนมดี,"000238100",,,N,50200,"20240410185051"
"02382",รพ.สต.คู้ลำพัน,"2500","36",P,"54",,,"25090304","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,คู้ลำพัน,"000238200",,,N,50201,"20240410185051"
"02383",รพ.สต.ไผ่ชะเลือด,"2500","36",P,"54",,,"25090401","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ไผ่ชะเลือด,"000238300",,,N,50202,"20240410185051"
"02384",รพ.สต.บ้านเจดีย์ทอง,"2600","36",P,"54",,,"26010204","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านเจดีย์ทอง,"000238400",,,N,50203,"20240410185051"
"02385",รพ.สต.บ้านท่าข่อย,"2600","36",P,"54",,,"26010301","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านท่าข่อย,"000238500",,,N,50204,"20240410185051"
"02386",รพ.สต.บ้านคลองเหมือง,"2600","36",P,"54",,,"26010407","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านคลองเหมือง,"000238600",,,N,50205,"20240410185051"
"02387",รพ.สต.บ้านท่าทราย,"2600","36",P,"54",,,"26010503","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านท่าทราย,"000238700",,,N,50206,"20240410185051"
"02388",รพ.สต.บ้านชวดบัว,"2600","36",P,"54",,,"26010605","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านชวดบัว,"000238800",,,N,50207,"20240410185051"
"02389",รพ.สต.บ้านบางหอย,"2600","36",P,"54",,,"26010703","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านบางหอย,"000238900",,,N,50208,"20240410185051"
"02390",รพ.สต.บ้านบางปรัง,"2600","36",P,"54",,,"26010711","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านบางปรัง,"000239000",,,N,50209,"20240410185051"
"02391",รพ.สต.บ้านหนองทองทราย,"2600","36",P,"54",,,"26010806","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านหนองทองทราย,"000239100",,,N,50210,"20240410185051"
"02392",รพ.สต.บ้านท่าแห,"2600","36",P,"54",,,"26010808","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านท่าแห,"000239200",,,N,50211,"20240410185051"
"02393",รพ.สต.บ้านศรีนาวา,"2600","36",P,"54",,,"26010906","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านศรีนาวา,"000239300",,,N,50212,"20240410185051"
"02394",รพ.สต.เฉลิมพระเกียรติ 60 พรรษา นวมินทราชินี,"2600","36",P,"54",,,"26011003","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,เฉลิมพระเกียรติ 60 พรรษา นวมินทราชินี,"000239400",,,N,50213,"20240410185051"
"02395",รพ.สต.บ้านเขานางบวช,"2600","36",P,"54",,,"26011005","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านเขานางบวช,"000239500",,,N,50214,"20240410185051"
